date_time,temp,rH
197211271800,-3.333333333,50.24874241
197211272100,-1.666666667,42.47085325
197211280000,-0.555555556,28.44338465
197211280300,0,31.36943793
197211280600,-0.555555556,34.18771112
197211280900,-1.111111111,29.62094351
197211281200,-4.444444444,47.71405302
197211281500,-7.222222222,58.95085381
197211281800,-6.666666667,53.97822094
197211282100,-1.666666667,48.54550583
197211290000,-1.666666667,53.01430051
197211290300,0,31.36943793
197211290600,-1.666666667,48.54550583
197211290900,-2.777777778,44.075176
197211291200,-5,45.42419958
197211291500,-3.333333333,40.08191869
197211291800,-4.444444444,37.93389813
197211292100,-2.777777778,30.50739441
197211300000,0,27.31770457
197211300300,1.666666667,25.37637807
197211300600,0.555555556,41.28939846
197211300900,-3.333333333,48.04844704
197211301200,-5,62.2409454
197211301500,-7.777777778,58.80158503
197211301800,-6.111111111,41.08255586
197211302100,-1.666666667,55.38327144
197212010000,-1.111111111,57.99377749
197212010300,0,29.96288872
197212010600,0,39.32633111
197212010900,-3.888888889,62.51873443
197212011200,-4.444444444,62.3801768
197212011500,-6.666666667,70.66123865
197212011800,-1.666666667,42.47085325
197212012100,-0.555555556,48.87386782
197212020000,1.111111111,22.96540121
197212020300,1.666666667,22.0686267
197212020600,1.111111111,43.32164384
197212020900,-1.666666667,60.40600444
197212021200,-5.555555556,67.84631957
197212021500,-7.222222222,67.46996608
197212021800,-6.111111111,51.73257196
197212022100,-3.333333333,50.24874241
197212030000,-1.666666667,48.54550583
197212030300,-1.666666667,55.38327144
197212030600,-2.777777778,60.12036067
197212030900,-2.777777778,50.4118061
197212031200,-3.333333333,52.53849825
197212031500,-3.333333333,57.39910191
197212031800,-2.777777778,46.10350651
197212032100,-3.888888889,45.76501171
197212040000,-1.666666667,38.80756873
197212040300,0,60.82951985
197212040600,-1.111111111,53.17162012
197212040900,-2.222222222,52.85634158
197212041200,-5,67.97045632
197212041500,-7.222222222,73.74332149
197212041800,-5.555555556,59.39452225
197212042100,-3.333333333,59.97653957
197212050000,-0.555555556,37.43128683
197212050300,1.111111111,37.94907351
197212050600,-1.111111111,60.54783322
197212050900,-2.222222222,71.57282464
197212051200,-3.888888889,77.63248325
197212051500,-3.333333333,68.33897799
197212051800,-2.777777778,65.57270235
197212052100,-2.777777778,62.79384196
197212060000,-1.666666667,57.84609998
197212060300,-1.666666667,71.68400817
197212060600,-2.777777778,84.66732167
197212060900,-3.333333333,74.47571909
197212061200,-3.333333333,74.47571909
197212061500,-4.444444444,77.54024907
197212061800,-3.888888889,62.51873443
197212062100,-1.111111111,46.60691084
197212070000,0,63.47005644
197212070300,0,41.11836992
197212070600,0,49.03714865
197212070900,-1.666666667,55.38327144
197212071200,-4.444444444,65.18128364
197212071500,-8.333333333,73.52867118
197212071800,-6.111111111,51.73257196
197212072100,-2.777777778,60.12036067
197212080000,-1.111111111,60.54783322
197212080300,-1.111111111,68.82141036
197212080600,-2.222222222,71.57282464
197212080900,-2.777777778,74.5780041
197212081200,-3.333333333,74.47571909
197212081500,-3.888888889,81.01863596
197212081800,-3.888888889,84.5355579
197212082100,-3.333333333,84.60164424
197212090000,-2.222222222,84.73259342
197212090300,-2.222222222,62.93039863
197212090600,-1.666666667,65.83037602
197212090900,-2.777777778,60.12036067
197212091200,-6.666666667,73.84973536
197212091500,-8.888888889,76.78258757
197212091800,-8.888888889,48.5834175
197212092100,-3.888888889,45.76501171
197212100000,-1.666666667,38.80756873
197212100300,0,66.21205058
197212100600,-1.666666667,68.7017476
197212100900,-2.222222222,57.69776335
197212101200,-5.555555556,77.35415558
197212101500,-6.666666667,73.84973536
197212101800,-5.555555556,74.06076118
197212102100,-2.222222222,84.73259342
197212110000,0,81.56496086
197212110300,-0.555555556,81.48830887
197212110600,-1.666666667,55.38327144
197212110900,-2.222222222,68.58145715
197212111200,-3.888888889,74.37285627
197212111500,-4.444444444,71.12199943
197212111800,-2.777777778,46.10350651
197212112100,-1.666666667,50.73605879
197212120000,0,84.98968729
197212120300,0.555555556,63.60334542
197212120600,-1.666666667,63.06629505
197212120900,-3.888888889,68.21678166
